InteractionNumber,ElapsedTime,SplitTime
1,0.4989405
2,0.9522371,0.4532967
3,1.478665,0.5264282
4,2.581431,1.102766
5,3.104886,0.5234547
6,3.658488,0.5536022
7,5.761092,2.102604
8,6.415067,0.6539745
9,7.703652,1.288586
10,9.484805,1.781153
11,9.937179,0.4523735
12,11.64365,1.706469
13,13.90653,2.262886
14,14.63365,0.7271214
15,15.61614,0.9824829
16,17.22942,1.613286
17,17.78059,0.5511703
18,18.75837,0.9777794
19,19.25967,0.501297
20,19.86302,0.6033516
21,20.93901,1.075989
22,22.30636,1.367348
23,23.15739,0.8510284
24,24.36133,1.203941
25,25.08832,0.7269897
26,25.99022,0.9018974
27,27.49299,1.502773
28,28.36983,0.8768387
29,29.64986,1.280037
30,30.40362,0.7537537
31,30.82898,0.4253654
32,31.32689,0.4979095
33,32.55586,1.22897
34,33.83443,1.278564
35,35.51424,1.679817
36,35.96424,0.4500008
37,36.44094,0.476696
38,37.30243,0.8614922
39,38.63363,1.331196
40,39.15975,0.5261192
41,39.81382,0.654068
42,41.93143,2.117611
43,43.43324,1.501816
44,45.21397,1.780724
45,46.32172,1.107754
46,46.99341,0.6716919
47,47.52048,0.5270729
48,48.34592,0.8254395
49,49.26075,0.9148254
50,49.91532,0.6545715
51,50.46529,0.5499725
52,51.81774,1.352448
53,52.49426,0.6765137
54,54.83684,2.342583
55,55.49049,0.6536484
56,56.44267,0.9521866
57,56.99295,0.5502777
58,58.53399,1.541039
59,60.2634,1.729408
60,62.06883,1.805435
61,62.80708,0.7382431
62,63.40756,0.6004868
63,63.5609,0.1533356
